"""<strong>ID
</strong>""","""<strong>經節
Verse</strong>""","""<strong>錄音
Audio</strong>""","""<strong>經卷
Book</strong>"""
1I6E9CvTJoLEY1TGqgy6238fR2zkhZfm2,马可福音第十六章1-8 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1I6E9CvTJoLEY1TGqgy6238fR2zkhZfm2/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1Iwzy5Ex_4Ax9CUlNKkS96xFFjvRHyTRe,马可福音第十三章14-23 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1Iwzy5Ex_4Ax9CUlNKkS96xFFjvRHyTRe/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1JPlmXygqrggyMOMyUQ_4HlM9HsKXOeyS,马可福音第六章7-13 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1JPlmXygqrggyMOMyUQ_4HlM9HsKXOeyS/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1K8pfd1sedqVWNw1Z8xFtubMONHqM-0wQ,马可福音第十章17-22 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1K8pfd1sedqVWNw1Z8xFtubMONHqM-0wQ/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1L53R4gCyC3A6Kjjf4K3wWuBBss8i_p-N,马可福音第六章1-6 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1L53R4gCyC3A6Kjjf4K3wWuBBss8i_p-N/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1L7-bkAWG487w2aAD1NXzKFgqc_l_sIjm,马可福音第十四章10-21 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1L7-bkAWG487w2aAD1NXzKFgqc_l_sIjm/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1Lh_BDw16eb4sABCXsPyeM8ip8m8rbQhj,马可福音第七章31-37 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1Lh_BDw16eb4sABCXsPyeM8ip8m8rbQhj/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1NGrxmVAnPHIou0cRfOo6yM_2V8UIDlNo,马可福音第十章13-16 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1NGrxmVAnPHIou0cRfOo6yM_2V8UIDlNo/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1OaLdxx1qS--ny0ZY27KSaNJhXpkDnufS,马可福音第十四章43-52 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1OaLdxx1qS--ny0ZY27KSaNJhXpkDnufS/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1QA_he_G-XRkSstwiuF7Wv650b3lLA2yA,马可福音第十五章1-15 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1QA_he_G-XRkSstwiuF7Wv650b3lLA2yA/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1Qtm4ezh0xg7KcgREIbQlH7Mx6QSumAXl,马可福音第八章11-21 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1Qtm4ezh0xg7KcgREIbQlH7Mx6QSumAXl/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1T5Z1LP0_uhdSxl1ZTXdnd-Pnlg7oQonU,马可福音第十三章24-37 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1T5Z1LP0_uhdSxl1ZTXdnd-Pnlg7oQonU/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1TI4jRHNZ11rTKUZTg0x2KMhr5htBsdv_,马可福音第十四章66-72 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1TI4jRHNZ11rTKUZTg0x2KMhr5htBsdv_/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1TWLCWYZOFmQpE8VanG8KNpPhIlR_t6cZ,马可福音第十六章9-13 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1TWLCWYZOFmQpE8VanG8KNpPhIlR_t6cZ/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1TaBBFQOSu-PHRG2FD1pgWUw06dYiKDuf,马可福音第六章30-44 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1TaBBFQOSu-PHRG2FD1pgWUw06dYiKDuf/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1U-iICO6ar8LNsEiMso9RKB9wl-9ZFQgN,马可福音第九章38-50 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1U-iICO6ar8LNsEiMso9RKB9wl-9ZFQgN/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1VLLYbnUS_XSXKiY9KBj1DUbYHSPlItwv,马可福音第八章1-10 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1VLLYbnUS_XSXKiY9KBj1DUbYHSPlItwv/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1Vl3MPk4uyRH1vIboefHMcbCXPNAhxGTp,马可福音第十一章27-33 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1Vl3MPk4uyRH1vIboefHMcbCXPNAhxGTp/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1WMsG6Gc4O5dJES0ISdgqVDaIy_FJnKiN,马可福音第十章46-52 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1WMsG6Gc4O5dJES0ISdgqVDaIy_FJnKiN/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1XITXprOvLCV4AQua4VoE9dOgJn6CYmOM,马可福音第十二章13-17 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1XITXprOvLCV4AQua4VoE9dOgJn6CYmOM/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1ZIstxp30SOwDPivZyAxRBnrCQkXqrOSQ,马可福音第十一章20-26 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1ZIstxp30SOwDPivZyAxRBnrCQkXqrOSQ/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1ai32TfXpB3VEidb4QjtlHrKZybhnGAUD,马可福音第十五章42-47 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1ai32TfXpB3VEidb4QjtlHrKZybhnGAUD/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1e4vCPdP3EKvYA7Jk1gkmW3oTa_4W7PNF,马可福音第五章35-43 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1e4vCPdP3EKvYA7Jk1gkmW3oTa_4W7PNF/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1eKvXqhJBnxSgdaKiucUuDp1OtDHMucLU,马可福音第十章32-45 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1eKvXqhJBnxSgdaKiucUuDp1OtDHMucLU/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1ejd8U3LOVNFavjDFrQmNwxih8fROzx-h,马可福音第八章34-38 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1ejd8U3LOVNFavjDFrQmNwxih8fROzx-h/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1gpyHyRPn3zFDDaIG6x6A7U8QLESRBEW7,马可福音第十三章1-13 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1gpyHyRPn3zFDDaIG6x6A7U8QLESRBEW7/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1hXUK-vSFNrfGuAWdGn0MJGoHaeIloGS9,马可福音第十二章35-44 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1hXUK-vSFNrfGuAWdGn0MJGoHaeIloGS9/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1jhk637dN1damuMz9g1u0WDVvqnn6vg5t,马可福音第十一章12-19 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1jhk637dN1damuMz9g1u0WDVvqnn6vg5t/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1jzKwbULk1NwMoKBzmvbae4n6Im_9sHkv,马可福音第十四章22-31 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1jzKwbULk1NwMoKBzmvbae4n6Im_9sHkv/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1kHQ10KC4d8n7pOATlIs4-Ih1C29xLg97,马可福音第七章14-23 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1kHQ10KC4d8n7pOATlIs4-Ih1C29xLg97/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1ofZsDbsHPpsJbtWK_wiSaK0o4nzsHGgC,马可福音第六章45-56 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1ofZsDbsHPpsJbtWK_wiSaK0o4nzsHGgC/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1sdk4K1I2dbvN2PyPTB4P84rf0U6gZQAh,马可福音第十二章28-34 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1sdk4K1I2dbvN2PyPTB4P84rf0U6gZQAh/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1u4EL51wOYXTb705nTE3nSXblHQp11Opt,马可福音第十五章33-41 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1u4EL51wOYXTb705nTE3nSXblHQp11Opt/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1uiIRQI8I-sPxVnt3s5_qCkNA5XFoFj2O,马可福音第十章23-31 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1uiIRQI8I-sPxVnt3s5_qCkNA5XFoFj2O/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1zlaxn29GSTYG4O47C7G5PyYn8daF81MZ,马可福音第十六章14-20 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1zlaxn29GSTYG4O47C7G5PyYn8daF81MZ/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1dVccoPxOCgMccF5wj-p4kOkrlyujP80s,马可福音第五章21-34 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1dVccoPxOCgMccF5wj-p4kOkrlyujP80s/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1ELq2_aLsBjsBCFLi9XMcgFKon_x5vHSJ,马可福音第五章1-20 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1ELq2_aLsBjsBCFLi9XMcgFKon_x5vHSJ/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1P7XbfRCVKN-dq-Vwlwrv99utOUIAqEao,马可福音第三章20-30 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1P7XbfRCVKN-dq-Vwlwrv99utOUIAqEao/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1ZKCrTkf_U_t9Na72s9WXxAwqrfwR5tTb,马可福音第四章35-41 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1ZKCrTkf_U_t9Na72s9WXxAwqrfwR5tTb/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1o8_XXQS8wawrERrhvs62-ZgxT2IjZ2ST,马可福音第四章21-34 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1o8_XXQS8wawrERrhvs62-ZgxT2IjZ2ST/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
19ER3jG7fbE77ybPr6AuDGQzRW14PC00J,马可福音第四章1-20 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/19ER3jG7fbE77ybPr6AuDGQzRW14PC00J/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1VpfreMB6bzNkvjAfk_m2UV04c25YRBWk,马可福音第三章31-35 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1VpfreMB6bzNkvjAfk_m2UV04c25YRBWk/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1j-OKQWK9cusf7aaLstnFWQ5RsjHuTTby,马可福音第三章7-19 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1j-OKQWK9cusf7aaLstnFWQ5RsjHuTTby/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1yogXXL_S6twSIBUWlBpxkK0KeKb1tM6s,马可福音第三章1-6 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1yogXXL_S6twSIBUWlBpxkK0KeKb1tM6s/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1G2TUqGV8LfgHWktIZ9bHB9PUllxfZ9BT,马可福音第二章23-28 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1G2TUqGV8LfgHWktIZ9bHB9PUllxfZ9BT/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1JTiOJOrJDUyI8mLGagM-iuAOqcz_6PGQ,马可福音第二章18-22 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1JTiOJOrJDUyI8mLGagM-iuAOqcz_6PGQ/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1mgOJ85ISLY0qZMu6NQjGk4Fwbri75EzE,马可福音第二章13-17 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1mgOJ85ISLY0qZMu6NQjGk4Fwbri75EzE/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1aCK1JTjBJbBZouyEx1xfQq_jPcE4jQ26,马可福音第二章1-12 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1aCK1JTjBJbBZouyEx1xfQq_jPcE4jQ26/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
13H3lp18e7mf7WvZzH4l6I46TXc8hLn48,马可福音第一章35-45 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/13H3lp18e7mf7WvZzH4l6I46TXc8hLn48/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1d3JavFHuNO40nyd6UEXWGwWDbZjbfkpP,马可福音第一章29-34 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1d3JavFHuNO40nyd6UEXWGwWDbZjbfkpP/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1RpMJ27DaPuQ8pT6d_2Cfn1Ivsy8vbTvv,马可福音第一章21-28 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1RpMJ27DaPuQ8pT6d_2Cfn1Ivsy8vbTvv/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1VqzLEQDAmi7b3_iAkKH6A3v-BemNiuaA,马可福音第一章14-20 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1VqzLEQDAmi7b3_iAkKH6A3v-BemNiuaA/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1J8g9cI90U3W7Rnd6ofWjeq2FwlcYBdAK,马可福音第一章9-13 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1J8g9cI90U3W7Rnd6ofWjeq2FwlcYBdAK/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
18ul9Tfn71SK7ZO54EteIsePYSckSvgPq,马可福音第一章1-8 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/18ul9Tfn71SK7ZO54EteIsePYSckSvgPq/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1KuiG4AvTSsTDDcDkdOzc23pqEXOL-_JJ,加拉太书6章11-18笔记.docx,"<a href=""https://docs.google.com/document/d/1KuiG4AvTSsTDDcDkdOzc23pqEXOL-_JJ/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",加拉太書 Galatians
1WSvM2XKHxLMVncjct3BiAzXpswSiEYIV,加拉太书6章6-10.docx,"<a href=""https://docs.google.com/document/d/1WSvM2XKHxLMVncjct3BiAzXpswSiEYIV/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",加拉太書 Galatians
1KceDlNX18SHhvcMWDlhCFGK2nkMruRUq,加拉太书6章1-5.docx,"<a href=""https://docs.google.com/document/d/1KceDlNX18SHhvcMWDlhCFGK2nkMruRUq/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",加拉太書 Galatians
1Nym65E4L90chDSmJYSXouWANc-iVHbJ1,加拉太书5章16-26 笔记.docx,"<a href=""https://docs.google.com/document/d/1Nym65E4L90chDSmJYSXouWANc-iVHbJ1/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",加拉太書 Galatians
1sspFpqCQOvdz5j5fEQi1oPeCM6FjwIcE,加拉太书5章1-15 笔记.docx,"<a href=""https://docs.google.com/document/d/1sspFpqCQOvdz5j5fEQi1oPeCM6FjwIcE/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",加拉太書 Galatians
12tCvClh-4QkEZkLjpIMplgu1n8DjsvzX,加拉太书3章15-25笔记.docx,"<a href=""https://docs.google.com/document/d/12tCvClh-4QkEZkLjpIMplgu1n8DjsvzX/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",加拉太書 Galatians
12qnD73IAXeFSWzI2u5atiIN9PmDDtZcF,加拉太书3章1-14笔记.docx,"<a href=""https://docs.google.com/document/d/12qnD73IAXeFSWzI2u5atiIN9PmDDtZcF/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",加拉太書 Galatians
1R3hZ9VyLf6PL4aHTmxM_zETDXkdYXjMr,加拉太书2章11-21.docx,"<a href=""https://docs.google.com/document/d/1R3hZ9VyLf6PL4aHTmxM_zETDXkdYXjMr/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",加拉太書 Galatians
1_TgcNxcg1Ydk2ydVuSfoLIcJjsvbDGfp,加拉太书2章1-10.docx,"<a href=""https://docs.google.com/document/d/1_TgcNxcg1Ydk2ydVuSfoLIcJjsvbDGfp/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",加拉太書 Galatians
1h77WW5drun9BmKrTtDp8UfnQmxwG3jKA,加拉太书1章11-24笔记.docx,"<a href=""https://docs.google.com/document/d/1h77WW5drun9BmKrTtDp8UfnQmxwG3jKA/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",加拉太書 Galatians
15j-camYdsS9ZsFVh476IdUVVxqsJSQalmF-LZ6s51jI,Prestudy Notes for Galatians Chapter 1 Verse 6 to 10 Not the gospel of the Gospel,"<a href=""https://docs.google.com/document/d/15j-camYdsS9ZsFVh476IdUVVxqsJSQalmF-LZ6s51jI/edit?usp=drivesdk"">GoogleDrive</a>",加拉太書 Galatians
1HIksYrtLdBjgtn4efvOAtwUbtaBSowBT,路加福音第24章 - 预查笔记部分.docx,"<a href=""https://docs.google.com/document/d/1HIksYrtLdBjgtn4efvOAtwUbtaBSowBT/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",路加福音 Luke
12En97OK-D_YLWsOyqGba_K81ikkiGttm,路加福音第23章 - 预查笔记部分.docx,"<a href=""https://docs.google.com/document/d/12En97OK-D_YLWsOyqGba_K81ikkiGttm/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",路加福音 Luke
1Q0kW_5k0vafn-ptJnQt81MxYKed5Vxsb,路加福音第22章 - 预查笔记部分.docx,"<a href=""https://docs.google.com/document/d/1Q0kW_5k0vafn-ptJnQt81MxYKed5Vxsb/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",路加福音 Luke
1jhUiqa2jVVQMyAk7JLoSTWNOgzhzO28V,路加福音第21章 - 预查笔记部分.docx,"<a href=""https://docs.google.com/document/d/1jhUiqa2jVVQMyAk7JLoSTWNOgzhzO28V/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",路加福音 Luke
16CfUJkBiaSD1QI2tNJPI7pFyAxTP8qTX,路加福音第18章 - 预查笔记部分.docx,"<a href=""https://docs.google.com/document/d/16CfUJkBiaSD1QI2tNJPI7pFyAxTP8qTX/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",路加福音 Luke
19mC8xUIc9QUE15JQ7qDmhN2vH6jq0SzF,路加福音第17章 - 预查笔记部分.docx,"<a href=""https://docs.google.com/document/d/19mC8xUIc9QUE15JQ7qDmhN2vH6jq0SzF/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",路加福音 Luke
1sSk-FKC76yWang6BQjRNLj8Lq88uIIxz,路加福音第16章 - 预查笔记部分.docx,"<a href=""https://docs.google.com/document/d/1sSk-FKC76yWang6BQjRNLj8Lq88uIIxz/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",路加福音 Luke
1vmNnkHinOa-48RBKDZBTHptYTgJ4UMQn,路加福音第15章 - 预查笔记部分.docx,"<a href=""https://docs.google.com/document/d/1vmNnkHinOa-48RBKDZBTHptYTgJ4UMQn/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",路加福音 Luke
1BH5R9Y9ZoBy_NYhTqXctLvyb9UnbpA0x,路加福音第14章 - 预查笔记部分.docx,"<a href=""https://docs.google.com/document/d/1BH5R9Y9ZoBy_NYhTqXctLvyb9UnbpA0x/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",路加福音 Luke
1aay5apWAbGvVdwMWlYyXd2n6-_9E7vsr,路加福音第13章 - 预查笔记部分.docx,"<a href=""https://docs.google.com/document/d/1aay5apWAbGvVdwMWlYyXd2n6-_9E7vsr/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",路加福音 Luke
1DP0bygKZTCTZkBq7_cuNM35y8CXyNEFo,路加福音第12章 - 预查笔记部分.docx,"<a href=""https://docs.google.com/document/d/1DP0bygKZTCTZkBq7_cuNM35y8CXyNEFo/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",路加福音 Luke
1hx6PWovd57j3WXTIVIuOnQ2ScHS06EHg,路加福音第11章 - 预查笔记部分.docx,"<a href=""https://docs.google.com/document/d/1hx6PWovd57j3WXTIVIuOnQ2ScHS06EHg/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",路加福音 Luke
15K_6PERgux8tsgWhk6ZyHLsSFDvgxzav,路加福音第10章 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/15K_6PERgux8tsgWhk6ZyHLsSFDvgxzav/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",路加福音 Luke
1WiMNrBiKFz5MYpoGrqW56n4rOKpRYuZ4,路加福音第9章笔记.docx,"<a href=""https://docs.google.com/document/d/1WiMNrBiKFz5MYpoGrqW56n4rOKpRYuZ4/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",路加福音 Luke
1ZpC-xHnMjDB-hmYMJxo2pJXkUO-P1Dex,路加福音第8章笔记.docx,"<a href=""https://docs.google.com/document/d/1ZpC-xHnMjDB-hmYMJxo2pJXkUO-P1Dex/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",路加福音 Luke
1MwtlHBwFWACwxKeMUsj5Su33c42RFlUS9udBFmLsWIM,Prestudy Notes for Luke Chapter 7,"<a href=""https://docs.google.com/document/d/1MwtlHBwFWACwxKeMUsj5Su33c42RFlUS9udBFmLsWIM/edit?usp=drivesdk"">GoogleDrive</a>",路加福音 Luke
1vRlBNbHX73YimelbBiycWzxrZYd0cRoFgVsp7BQDDBU,Prestudy Notes for Luke Chapter 6,"<a href=""https://docs.google.com/document/d/1vRlBNbHX73YimelbBiycWzxrZYd0cRoFgVsp7BQDDBU/edit?usp=drivesdk"">GoogleDrive</a>",路加福音 Luke
1kZHerWxG6xcESWWK9qoolxNIgkI6Vq6XcxsAUYNtW60,Prestudy Notes for Luke Chapter 4 Verse 31 to Chapter 5,"<a href=""https://docs.google.com/document/d/1kZHerWxG6xcESWWK9qoolxNIgkI6Vq6XcxsAUYNtW60/edit?usp=drivesdk"">GoogleDrive</a>",路加福音 Luke
1LMDMf5fgsm0KSX_JrSAImXOoFQKdk-4cjsAGufXij9k,Prestudy Notes for Luke Chapter 3 to Chapter 4 Verse 30,"<a href=""https://docs.google.com/document/d/1LMDMf5fgsm0KSX_JrSAImXOoFQKdk-4cjsAGufXij9k/edit?usp=drivesdk"">GoogleDrive</a>",路加福音 Luke
1l8FflHnXor1HcJ7uuygw-WMv_2OIIs4-Atn7hzAeWVA,Prestudy Notes for Luke 1,"<a href=""https://docs.google.com/document/d/1l8FflHnXor1HcJ7uuygw-WMv_2OIIs4-Atn7hzAeWVA/edit?usp=drivesdk"">GoogleDrive</a>",路加福音 Luke
